"DE-38M","ZDB","10625707",,"Nurse education today","DE-B1509","27"
"DE-38M","ZDB","4106866",,"Journal of nursing education","DE-B1509","11"
"DE-38M","ZDB","5048436","0012-1029","Deutsche zahnärztliche Zeitschrift : DZZ ; Mitgliederzeitschrift der Deutschen Gesellschaft für Zahn-, Mund- und Kieferheilkunde e.V. = German dental journal","DE-38M","10"
"DE-38M","ZDB","25530410","2040-4174","International journal of lean six sigma / Lean six sigma","DE-832","6"
"DE-38M","ZDB","6272903","0721-7234","Verhaltenstherapie & psychosoziale Praxis : VPP","DE-38","6"
"DE-38M","ZDB","445361x",,"Psychiatry research","DE-1032","6"
"DE-38M","ZDB","11469729","1067-2516","The Journal of Foot and Ankle Surgery","DE-1073","5"
"DE-38M","ZDB","11594834",,"Journal of clinical nursing","DE-1032","5"
"DE-38M","ZDB","1213210",,"Journal of consulting and clinical psychology","DE-1032","5"
"DE-38M","ZDB","1284101",,"Science","DE-380","5"
"DE-38M","ZDB","1870099",,"Cell","DE-380","5"
"DE-38M","ZDB","801483",,"International journal of nursing studies","DE-B1509","5"
"DE-38M","ZDB","22279192",,"PADUA","DE-1032","5"
"DE-38M","ZDB","5267353","0173-458X","Suizidprophylaxe : Theorie und Praxis ; Mitteilungen der Deutschen Gesellschaft für Suizidprävention (DGS) ; Mitteilungen der Österreicheischen Gesellschaft für Suizidprävention (ÖGS)","DE-38","5"
"DE-38M","ZDB","6391758",,"Research in developmental disabilities","DE-1032","5"
"DE-38M","ZDB","6450167",,"Nursing standard","DE-B1509","5"
"DE-38M","ZDB","20585755",,"Nurse education in practice","DE-B1509","5"
"DE-38M","ZDB","10230245","0941-5378","Psychoanalyse im Widerspruch","DE-38","4"
"DE-38M","ZDB","11713598","0944-5587 ; 0944-5587 (ISSN-Zent","Public-Health-Forum : Forschung, Lehre, Praxis","DE-832","4"
"DE-38M","ZDB","1207143",,"Nature","DE-380","4"
"DE-38M","ZDB","1207143",,"Nature","DE-B219","4"
"DE-38M","ZDB","1237383-7",,"The journal of alternative and complementary medicine","DE-38M","4"
"DE-38M","ZDB","1249812","0303-4259 ; 0303-4259 (ISSN-Zent","Psychiatrische Praxis : Sozialpsychiatrie, klinische Psychiatrie, public mental health, Versorgungsforschung","DE-832","4"
"DE-38M","ZDB","801483",,"International journal of nursing studies","DE-1032","4"
"DE-38M","ZDB","2412512-X",,"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen","DE-38M","4"
"DE-38M","ZDB","27578987","2198-5685","Trauma : Zeitschrift für Psychotraumatologie und ihre Anwendungen","DE-38","4"
"DE-38M","ZDB","6327709","0883-5403","The Journal of Arthroplasty","DE-1073","4"
"DE-38M","ZDB","6329512",,"Journal of professional nursing","DE-B1509","4"
"DE-38M","ZDB","79935","0340-4641","Quintessenz Zahntechnik : QZ ; Monatszeitschrift für zahntechnische Belange","DE-38M","4"
"DE-38M","ZDB","1338134","0170-2602","Prävention : Zeitschrift für Gesundheitsförderung","DE-38","4"
"DE-38M","ZDB","10625707",,"Nurse education today","DE-1032","3"
"DE-38M","ZDB","8005710","0937-2032 ; 0937-2032 (ISSN-Zent","Psychotherapie, Psychosomatik, medizinische Psychologie : PPmP ; Organ des Deutschen Kollegiums für Psychosomatische Medizin","DE-832","3"
"DE-38M","ZDB","13159264","0949-1619 ; 0949-1619 (ISSN-Zent","PPH : die Zeitschrift für psychiatrische Pflege heute","DE-832","3"
"DE-38M","ZDB","13213",,"Psychological bulletin","DE-1032","3"
"DE-38M","ZDB","13284186","1198-743X","Clinical Microbiology and Infection","DE-1073","3"
"DE-38M","ZDB","1849360","0020-7314","International journal of health services : health and social policy, political economy and sociology, history and philosophy, ethics and law","DE-38","3"
"DE-38M","ZDB","20184104","1538-3598","The journal of the American Medical Association : JAMA","DE-38","3"
"DE-38M","ZDB","20351574",,"Nature reviews","DE-380","3"
"DE-38M","ZDB","20516885",,"Foot and ankle clinics","DE-1073","3"
"DE-38M","ZDB","20754103",,"Nursing education perspectives","DE-B1509","3"
"DE-38M","ZDB","20931700","1550-5154","Quality management in health care","DE-38","3"
"DE-38M","ZDB","2182671","0020-7144","The international journal of clinical and experimental hypnosis","DE-832","3"
"DE-38M","ZDB","2218466-1","1661-4747","Zeitschrift für Psychiatrie, Psychologie und Psychotherapie","DE-832","3"
"DE-38M","ZDB","22184661","1661-4747","Zeitschrift für Psychiatrie, Psychologie und Psychotherapie","DE-832","3"
"DE-38M","ZDB","3020x",,"The journal of nervous and mental disease","DE-1032","3"
"DE-38M","ZDB","423721-3","1469-1825","Behavioral and brain sciences","DE-38","3"
"DE-38M","ZDB","445361-X","0165-1781","Psychiatry research","DE-832","3"
"DE-38M","ZDB","6253283","0720-4299","Fortschritte der Neurologie, Psychiatrie","DE-832","3"
"DE-38M","ZDB","6325877","0177-2309 ; 0177-2309 (ISSN-Zent","Der Notarzt : notfallmedizinische Informationen","DE-832","3"
"DE-38M","ZDB","11421241","0942-5403 ; 0942-5403 (ISSN-Zent","Kindheit und Entwicklung : Zeitschrift für klinische Kinderpsychologie","DE-832","3"
"DE-38M","ZDB","6391758","0891-4222","Research in developmental disabilities","DE-38M","2"
"DE-38M","ZDB","6391941",,"Medical problems of performing artists","DE-1073","2"
"DE-38M","ZDB","6392179",,"Scandinavian journal of caring sciences","DE-1032","2"
"DE-38M","ZDB","6394589","0932-8122 ; 0932-8122 (ISSN-Zent","Die Hebamme","DE-832","2"
"DE-38M","ZDB","8958981","0177-5227","Würzburger medizinhistorische Mitteilungen","DE-38","2"
"DE-38M","info:sid/LIVIVO:ASP3_ALL",,"0871-2549","Skin cancer","DE-38M","2"
"DE-5N","ZDB","20130247","0950-3293","Food quality and preference","DE-38","2"
"DE-5N","ZDB","20367740","1470-160x","Ecological indicators : integrating monitoring, assessment and management","DE-38","2"
"DE-5N","ZDB","2076809",,"Pedobiologia","DE-B219","2"
"DE-5N","ZDB","4073800",,"American journal of enology and viticulture","DE-1073","2"
"DE-38M","HBZ","HT018337517","978-3-8379-2336-0 kart. : EUR 24","Selbstfindung und Sozialisation : psychotherapeutische Überlegungen zur Identität","DE-38","2"
"DE-38M","HBZ","HT020485030",,"Baxter's the foot and ankle in sport","DE-1073","2"
"DE-38M","ZDB","10259752","1049-023X","Prehospital and disaster medicine : PDM ; the official journal of the World Association for Disaster and Emergency Medicine = Médecine pré-hospitalière et médecine de catastrophe","DE-832","2"
"DE-38M","ZDB","10356228","0894-7317","Journal of the American Society of Echocardiography","DE-1073","2"
"DE-38M","ZDB","10493748","1040-8703","Current opinion in pediatrics : review articles ; recommended reading ; bibliography of the world literature","DE-832","2"
"DE-38M","ZDB","11087341",,"Nature genetics","DE-380","2"
"DE-38M","ZDB","11469729",,"The journal of foot and ankle surgery","DE-1073","2"
"DE-38M","ZDB","11623196","1063-8628","Quality management in health care","DE-38","2"
